Year: 2022 | Blank: 1 | Old: 上午题 #1 计算机系统题目 -> New: 上午题 #1 计算机系统题目 | Stem: 以下关于RISC（精简指令集计算机）特点的叙述中，错误的是（1）。（2022年真题）
Year: 2022 | Blank: 2 | Old: 上午题 #1 计算机系统题目 -> New: 上午题 #1 计算机系统题目 | Stem: CPU（中央处理单元）的基本组成部件不包括（2）。（2022年真题）
Year: 2022 | Blank: 3 | Old: 上午题 #1 计算机系统题目 -> New: 上午题 #1 计算机系统题目 | Stem: 某种部件用在2000 台计算机系统中，运行工作1000 小时后，其中有4 台计算机的这种 部件失效，
Year: 2022 | Blank: 4 | Old: 上午题 #1 计算机系统题目 -> New: 上午题 #1 计算机系统题目 | Stem: 以下存储器中，（4）使用电容存储信息且需要周期性地进行刷新。（2022年真题）
Year: 2022 | Blank: 5 | Old: 上午题 #1 计算机系统题目 -> New: 上午题 #1 计算机系统题目 | Stem: 对于长度相同但格式不同的两种浮点数，假设前者阶码长、尾数短，后者阶码短、尾数 长，其它规定都相同，则
Year: 2022 | Blank: 6 | Old: 上午题 #1 计算机系统题目 -> New: 上午题 #1 计算机系统题目 | Stem: 计算机系统中采用补码表示有符号的数值，（6）。（2022年真题）
Year: 2022 | Blank: 7 | Old: 上午题 #14 信息安全题目 -> New: 上午题 #14 信息安全题目 | Stem: 富 下列认证方式安全性较低的是（7）。（2022年真题）
Year: 2022 | Blank: 8 | Old: 上午题 #14 信息安全题目 -> New: 上午题 #14 信息安全题目 | Stem: X.509 数字证书标准推荐使用的密码算法是（8），而国密SM2 数字证书采用的公钥 密码算法是（9
Year: 2022 | Blank: 9 | Old: 上午题 #14 信息安全题目 -> New: 上午题 #14 信息安全题目 | Stem: （2022年真题）
Year: 2022 | Blank: 10 | Old: 上午题 #5 知识产权题目 -> New: 上午题 #14 信息安全题目 | Stem: 某单位网站首页被恶意篡改，应部署（10）设备阻止恶意攻击。（2022年真题）
Year: 2022 | Blank: 11 | Old: 上午题 #5 知识产权题目 -> New: 上午题 #14 信息安全题目 | Stem: 使用漏洞扫描系统对信息系统和服务器进行定期扫描可以（11）。（2022年真题）
Year: 2022 | Blank: 12 | Old: 上午题 #5 知识产权题目 -> New: 上午题 #5 知识产权题目 | Stem: 以下关于某委托开发软件的著作权归属的叙述中，正确的是（12）。（2022年真题）
Year: 2022 | Blank: 13 | Old: 上午题 #5 知识产权题目 -> New: 上午题 #2 程序设计语言题目 | Stem: 《计算机软件保护条例》第八条第一款第八项规定的软件著作权中的翻译权是将原软件 由（13）的权利。（2
Year: 2022 | Blank: 14 | Old: 上午题 #5 知识产权题目 -> New: 上午题 #5 知识产权题目 | Stem: M 公司将其开发的某软件产品注册商标为S，为确保公司在市场竞争中占据优势地位， M 公司对员工进行了
Year: 2022 | Blank: 15 | Old: 上午题 #11 结构化开发题目 -> New: 上午题 #3、4 数据结构 上、下 题目 | Stem: 某零件厂商的信息系统中，一个基本加工根据客户类型、订单金额、客户信用等信息的 不同采取不同的行为，此
Year: 2022 | Blank: 16 | Old: 上午题 #11 结构化开发题目 -> New: 上午题 #11 结构化开发题目 | Stem: 优化模块结构时，（16）不是适当的处理方法。（2022年真题）
Year: 2022 | Blank: 17 | Old: 上午题 #12、13 软件工程 上、下 题目 -> New: 上午题 #3、4 数据结构 上、下 题目 | Stem: 下图是一个软件项目的活动图，其中顶点表示项目里程碑，连接顶点的边表示包含的活 动，边上的数字表示完成
Year: 2022 | Blank: 18 | Old: 上午题 #12、13 软件工程 上、下 题目 -> New: 上午题 #12、13 软件工程 上、下 题目 | Stem: （2022年真题）
Year: 2022 | Blank: 19 | Old: 上午题 #12、13 软件工程 上、下 题目 -> New: 上午题 #12、13 软件工程 上、下 题目 | Stem: 富 以下关于风险管理的叙述中，不正确的是（19）。（2022年真题）
Year: 2022 | Blank: 20 | Old: 上午题 #2 程序设计语言题目 -> New: 上午题 #2 程序设计语言题目 | Stem: 当函数调用执行时，在栈顶创建且用来支持被调用函数执行的一段存储空间称为活动记 录或者栈帧，栈帧中不包
Year: 2022 | Blank: 21 | Old: 上午题 #2 程序设计语言题目 -> New: 上午题 #2 程序设计语言题目 | Stem: 编译器与解释器是程序语言翻译的两种基本形态，以下关于编译器工作方式及特点的叙 述中，正确的是（21）
Year: 2022 | Blank: 22 | Old: 上午题 #2 程序设计语言题目 -> New: 上午题 #2 程序设计语言题目 | Stem: 对高级语言源程序进行编译或解释的过程中需要进行语法分析，递归子程序分析属于 （22）的分析法。（20
Year: 2022 | Blank: 23 | Old: 上午题 #10 操作系统题目 -> New: 上午题 #3、4 数据结构 上、下 题目 | Stem: 在计算机系统中，若P1 进程正在运行，操作系统强行撤下P1 进程所占用的CPU，让 具有更高优先级的
Year: 2022 | Blank: 24 | Old: 上午题 #10 操作系统题目 -> New: 上午题 #10 操作系统题目 | Stem: 进程P1、P2、P3、P4、P5 和P6 的前趋图如下所示。 假设用PV 操作控制这6 个进程的同步
Year: 2022 | Blank: 25 | Old: 上午题 #10 操作系统题目 -> New: 上午题 #10 操作系统题目 | Stem: （2022年真题）
Year: 2022 | Blank: 26 | Old: 上午题 #10 操作系统题目 -> New: 上午题 #10 操作系统题目 | Stem: （2022年真题）
Year: 2022 | Blank: 27 | Old: 上午题 #10 操作系统题目 -> New: 上午题 #10 操作系统题目 | Stem: 假设段页式存储管理系统中的地址结构如下图所示，则系统（27）。（2022年真题）
Year: 2022 | Blank: 28 | Old: 上午题 #10 操作系统题目 -> New: 上午题 #10 操作系统题目 | Stem: 富 假设磁盘磁头从一个磁道移至相邻磁道需要2ms。文件在磁盘上非连续存放，逻辑上相 邻数据块的平均移
Year: 2022 | Blank: 29 | Old: 上午题 #12、13 软件工程 上、下 题目 -> New: 上午题 #12、13 软件工程 上、下 题目 | Stem: 以下关于快速原型模型优点的叙述中，不正确的是（29）。（2022年真题）
